,periods_fast,periods_slow,end_value,return_ave,max_draw_downs,win_trades,loss_trades,total_trades,win_ratio,ave_win_value,ave_loss_value,ave_win_loss_ratio,return_rank,max_draw_downs_rank,win_ratio_rank,ave_win_loss_ratio_rank,rank
386,7,26,10663,0.000794850400179754,18.371675814885215,15,34,49,0.30612244897959184,405.3128081713548,-159.29550058806905,-2.5444083899109953,316.0,43.0,149.0,61.0,142.25
135,15,45,10795,0.0008259755151645618,22.309935609578883,9,21,30,0.3,508.0550058667902,-179.84210528026523,-2.825005885440672,321.0,111.0,121.0,21.0,143.5
88,17,34,8846,-0.001339497029760267,32.04936066692617,10,28,38,0.2631578947368421,482.41369483496936,-213.51458345877367,-2.2593945903845762,67.0,309.0,25.0,174.0,143.75
173,14,36,10412,0.00043224953150777996,25.06590100635645,11,26,37,0.2972972972972973,476.5272500227462,-185.75712873549224,-2.5653241588445006,253.0,160.0,104.0,59.0,144.0
381,7,31,10128,0.00023552535333883672,29.91619631939417,13,34,47,0.2765957446808511,464.08217975501833,-173.65508608303458,-2.6724364383610033,234.0,262.0,49.0,34.0,144.75
160,14,49,10957,0.0009878180049830967,21.61529722944566,9,21,30,0.3,518.9613487583601,-176.8044909473008,-2.935227187826605,346.0,99.0,121.0,15.0,145.25
434,5,36,9669,-0.0002705494316940036,31.35912350626208,13,34,47,0.2765957446808511,435.1425174364261,-176.142142910488,-2.4704054932359774,163.0,293.0,49.0,78.0,145.75
239,12,28,10814,0.0008511588673048718,25.174910637232944,13,32,45,0.28888888888888886,442.1884185630905,-154.1846079239146,-2.867915445757705,326.0,164.0,76.0,18.0,146.0
199,13,39,8919,-0.0013402065608230725,33.07726718863122,10,28,38,0.2631578947368421,474.01236903200487,-207.90090013254144,-2.2799919034973466,66.0,332.0,25.0,161.0,146.0
107,16,44,10198,0.00016638531602530484,25.48513460942024,9,21,30,0.3,515.7360537580653,-211.59632898834693,-2.437358229340869,221.0,171.0,121.0,87.0,150.0
198,13,40,8562,-0.001694704875983341,35.355078276757574,9,27,36,0.25,536.2561420149198,-232.02514455433663,-2.3111983963847376,41.0,396.0,18.0,146.0,150.25
426,5,44,9602,-0.00034507867767794134,31.55702128874465,12,31,43,0.27906976744186046,474.2926640116713,-196.43728945384836,-2.4144736741702153,151.0,298.0,59.0,94.0,150.5
59,18,34,8396,-0.0019482835685126238,36.446703702354675,10,31,41,0.24390243902439024,443.8583891534202,-194.95005250080828,-2.2767800442196853,20.0,418.0,13.0,163.0,153.5
430,5,40,9471,-0.0004946289627930041,33.58554498321011,12,32,44,0.2727272727272727,466.3515580991182,-191.4208673544685,-2.4362629035398724,137.0,347.0,43.0,89.0,154.0
